product_id,product_name,category,price
94,Product_94,Sports,2914.15
95,Product_95,Office Supplies,3156.77
96,Product_96,Office Supplies,2921.6
97,Product_97,Furniture,2410.61
98,Product_98,Home & Kitchen,1233.37
99,Product_99,Furniture,2633.6
100,Product_100,Furniture,511.35
101,Product_101,Clothing,1292.67
102,Product_102,Office Supplies,1137.21
103,Product_103,Electronics,2334.89
104,Product_104,Sports,507.07
105,Product_105,Beauty,2892.56
106,Product_106,Clothing,10.23
107,Product_107,Beauty,2878.41
108,Product_108,Office Supplies,4125.92
109,Product_109,Office Supplies,75.05
110,Product_110,Home & Kitchen,4078.19
111,Product_111,Beauty,593.05
112,Product_112,Toys,3076.28
113,Product_113,Furniture,904.99
114,Product_114,Clothing,977.19
115,Product_115,Electronics,3771.17
116,Product_116,Electronics,1216.04
117,Product_117,Sports,2111.27
118,Product_118,Beauty,2743.89
119,Product_119,Home & Kitchen,3222.25
120,Product_120,Clothing,3567.23
121,Product_121,Office Supplies,3225.34
122,Product_122,Furniture,1129.6
123,Product_123,Furniture,1853.5
124,Product_124,Toys,3783.53
125,Product_125,Sports,1948.24
126,Product_126,Toys,4439.27
127,Product_127,Toys,2968.15
128,Product_128,Clothing,4664.01
129,Product_129,Sports,740.56
130,Product_130,Electronics,3976.17
131,Product_131,Beauty,1583.77
132,Product_132,Clothing,567.6
133,Product_133,Toys,1985.35
134,Product_134,Office Supplies,3079.24
135,Product_135,Furniture,1204.36
136,Product_136,Sports,547.84
137,Product_137,Beauty,1522.11
138,Product_138,Clothing,3231.12
139,Product_139,Beauty,2519.51
140,Product_140,Toys,2331.38
141,Product_141,Clothing,608.62
142,Product_142,Furniture,3260.3
143,Product_143,Home & Kitchen,1649.26
144,Product_144,Home & Kitchen,470.84
145,Product_145,Furniture,289.16
146,Product_146,Clothing,1172.15
147,Product_147,Furniture,3085.58
148,Product_148,Toys,4803.59
149,Product_149,Toys,3238.06
150,Product_150,Furniture,332.16
151,Product_151,Electronics,1061.58
152,Product_152,Home & Kitchen,3684.23
153,Product_153,Office Supplies,1589.53
154,Product_154,Home & Kitchen,3414.32
155,Product_155,Toys,257.89
156,Product_156,Office Supplies,4974.33
157,Product_157,Home & Kitchen,3759.16
158,Product_158,Office Supplies,1219.41
159,Product_159,Sports,620.83
160,Product_160,Office Supplies,711.23
161,Product_161,Office Supplies,4113.11
162,Product_162,Sports,1402.74
163,Product_163,Clothing,2976.0
164,Product_164,Sports,3601.71
165,Product_165,Beauty,4898.49
166,Product_166,Electronics,4298.15
167,Product_167,Clothing,3049.23
168,Product_168,Sports,4014.4
169,Product_169,Clothing,3907.45
170,Product_170,Beauty,1141.32
171,Product_171,Electronics,1672.28
172,Product_172,Sports,2088.12
173,Product_173,Toys,2730.65
174,Product_174,Beauty,4395.17
175,Product_175,Beauty,2675.02
176,Product_176,Sports,1955.47
177,Product_177,Home & Kitchen,2261.33
178,Product_178,Furniture,1225.88
179,Product_179,Home & Kitchen,160.18
180,Product_180,Office Supplies,3719.63
181,Product_181,Home & Kitchen,3188.6
182,Product_182,Furniture,3053.47
183,Product_183,Toys,4552.34
184,Product_184,Toys,448.63
185,Product_185,Clothing,2147.52
186,Product_186,Home & Kitchen,4368.2
187,Product_187,Electronics,1511.98
188,Product_188,Home & Kitchen,1711.19
189,Product_189,Home & Kitchen,4843.45
190,Product_190,Beauty,1937.6
191,Product_191,Home & Kitchen,4296.59
192,Product_192,Toys,1370.22
193,Product_193,Furniture,1737.64
194,Product_194,Sports,4731.93
195,Product_195,Toys,2141.1
196,Product_196,Clothing,4460.35
197,Product_197,Office Supplies,4454.06
198,Product_198,Office Supplies,4445.15
199,Product_199,Electronics,1299.12
200,Product_200,Electronics,3114.2
201,Product_201,Clothing,3295.68
202,Product_202,Furniture,1137.35
203,Product_203,Clothing,3434.19
204,Product_204,Clothing,2640.11
205,Product_205,Clothing,2780.72
206,Product_206,Clothing,3616.29
207,Product_207,Electronics,169.07
208,Product_208,Furniture,4974.29
209,Product_209,Beauty,1899.48
210,Product_210,Furniture,2376.4
211,Product_211,Toys,2587.3
212,Product_212,Furniture,4421.7
213,Product_213,Sports,22.9
214,Product_214,Office Supplies,1930.5
215,Product_215,Toys,4590.17
216,Product_216,Beauty,75.3
217,Product_217,Home & Kitchen,2478.14
218,Product_218,Clothing,1167.87
219,Product_219,Electronics,2778.89
220,Product_220,Home & Kitchen,1452.87
221,Product_221,Clothing,2529.48
222,Product_222,Toys,2839.69
223,Product_223,Home & Kitchen,3272.22
224,Product_224,Home & Kitchen,857.12
225,Product_225,Office Supplies,2532.59
226,Product_226,Beauty,1692.45
227,Product_227,Office Supplies,1662.25
228,Product_228,Clothing,369.75
229,Product_229,Sports,3512.01
230,Product_230,Home & Kitchen,3191.36
231,Product_231,Home & Kitchen,2911.13
232,Product_232,Clothing,565.92
233,Product_233,Office Supplies,1594.42
234,Product_234,Beauty,821.35
235,Product_235,Electronics,3829.37
236,Product_236,Toys,996.12
237,Product_237,Office Supplies,511.72
238,Product_238,Office Supplies,2431.86
239,Product_239,Office Supplies,2012.5
240,Product_240,Office Supplies,3158.36
241,Product_241,Furniture,3192.41
242,Product_242,Sports,4600.14
243,Product_243,Beauty,3771.09
244,Product_244,Furniture,1267.32
245,Product_245,Clothing,3503.74
246,Product_246,Office Supplies,2130.35
247,Product_247,Home & Kitchen,3449.66
248,Product_248,Toys,1142.78
249,Product_249,Furniture,4185.29
250,Product_250,Home & Kitchen,3918.6
251,Product_251,Home & Kitchen,4996.53
252,Product_252,Beauty,2268.23
253,Product_253,Furniture,4717.1
254,Product_254,Electronics,1479.24
255,Product_255,Furniture,2393.29
256,Product_256,Beauty,3973.67
257,Product_257,Sports,657.23
258,Product_258,Furniture,1728.01
259,Product_259,Toys,3979.53
260,Product_260,Office Supplies,4582.35
261,Product_261,Furniture,538.88
262,Product_262,Office Supplies,3428.07
263,Product_263,Furniture,194.1
264,Product_264,Electronics,4264.72
265,Product_265,Office Supplies,2249.67
266,Product_266,Electronics,4749.56
267,Product_267,Sports,4267.77
268,Product_268,Electronics,1784.7
269,Product_269,Beauty,1587.01
270,Product_270,Office Supplies,2630.09
271,Product_271,Office Supplies,1035.93
272,Product_272,Electronics,2358.01
273,Product_273,Clothing,2929.14
274,Product_274,Furniture,4255.58
275,Product_275,Home & Kitchen,3055.66
276,Product_276,Home & Kitchen,2476.62
277,Product_277,Toys,1564.75
278,Product_278,Furniture,235.43
279,Product_279,Sports,4807.43
280,Product_280,Electronics,2967.14
281,Product_281,Electronics,1290.88
282,Product_282,Beauty,1752.69
283,Product_283,Home & Kitchen,4390.29
284,Product_284,Toys,37.78
285,Product_285,Home & Kitchen,4423.46
286,Product_286,Clothing,1793.14
287,Product_287,Beauty,1829.08
288,Product_288,Electronics,3785.17
289,Product_289,Home & Kitchen,3671.8
290,Product_290,Home & Kitchen,1906.69
291,Product_291,Beauty,3984.68
292,Product_292,Office Supplies,4022.86
293,Product_293,Office Supplies,3740.63
294,Product_294,Clothing,2213.86
295,Product_295,Electronics,2922.01
296,Product_296,Electronics,1043.25
297,Product_297,Electronics,2227.1
298,Product_298,Toys,4924.61
299,Product_299,Clothing,3987.04
300,Product_300,Sports,3650.18
301,Product_301,Furniture,1715.76
302,Product_302,Electronics,3251.49
303,Product_303,Furniture,3022.36
304,Product_304,Clothing,3973.84
305,Product_305,Office Supplies,3051.73
306,Product_306,Office Supplies,2023.86
307,Product_307,Office Supplies,717.12
308,Product_308,Home & Kitchen,209.43
309,Product_309,Sports,4566.04
310,Product_310,Furniture,112.46
311,Product_311,Electronics,2317.67
312,Product_312,Electronics,4422.6
313,Product_313,Office Supplies,1440.56
314,Product_314,Sports,4556.95
315,Product_315,Home & Kitchen,4859.2
316,Product_316,Toys,2738.6
317,Product_317,Home & Kitchen,2725.48
318,Product_318,Sports,827.66
319,Product_319,Toys,2287.71
320,Product_320,Furniture,4222.8
321,Product_321,Beauty,4427.58
322,Product_322,Clothing,887.27
323,Product_323,Office Supplies,741.17
324,Product_324,Beauty,1134.62
325,Product_325,Home & Kitchen,4309.98
326,Product_326,Furniture,132.34
327,Product_327,Sports,3660.48
328,Product_328,Office Supplies,319.25
329,Product_329,Office Supplies,638.8
330,Product_330,Office Supplies,3051.42
331,Product_331,Furniture,2761.9
332,Product_332,Clothing,13.15
333,Product_333,Home & Kitchen,4163.06
334,Product_334,Clothing,489.79
335,Product_335,Toys,2942.28
336,Product_336,Electronics,4036.46
337,Product_337,Toys,4101.62
338,Product_338,Sports,1100.88
339,Product_339,Electronics,4277.1
340,Product_340,Clothing,1125.99
341,Product_341,Beauty,3619.46
342,Product_342,Home & Kitchen,4487.52
343,Product_343,Furniture,4123.2
344,Product_344,Sports,1847.04
345,Product_345,Clothing,2848.86
346,Product_346,Toys,4590.81
347,Product_347,Sports,2619.71
348,Product_348,Beauty,958.28
349,Product_349,Home & Kitchen,255.52
350,Product_350,Beauty,4294.13
351,Product_351,Furniture,3664.76
352,Product_352,Toys,3108.81
353,Product_353,Home & Kitchen,3546.82
354,Product_354,Clothing,4617.35
355,Product_355,Sports,3548.91
356,Product_356,Toys,2778.53
357,Product_357,Office Supplies,2330.12
358,Product_358,Toys,1581.98
359,Product_359,Clothing,2911.8
360,Product_360,Home & Kitchen,4530.99
361,Product_361,Clothing,4916.39
362,Product_362,Sports,1891.89
363,Product_363,Clothing,4064.75
364,Product_364,Beauty,1200.12
365,Product_365,Office Supplies,4623.79
366,Product_366,Home & Kitchen,324.1
367,Product_367,Home & Kitchen,3998.76
368,Product_368,Sports,1768.08
369,Product_369,Home & Kitchen,3916.55
370,Product_370,Toys,1376.64
371,Product_371,Beauty,2748.59
372,Product_372,Toys,1357.27
373,Product_373,Furniture,718.92
374,Product_374,Sports,2501.95
375,Product_375,Beauty,2071.88
376,Product_376,Beauty,1536.6
377,Product_377,Sports,3221.87
378,Product_378,Home & Kitchen,4258.83
379,Product_379,Home & Kitchen,4822.8
380,Product_380,Clothing,185.85
381,Product_381,Home & Kitchen,1230.61
382,Product_382,Clothing,1048.89
383,Product_383,Beauty,2817.46
384,Product_384,Toys,4271.38
385,Product_385,Electronics,277.21
386,Product_386,Furniture,2271.03
387,Product_387,Sports,2114.33
388,Product_388,Home & Kitchen,173.93
389,Product_389,Electronics,285.38
390,Product_390,Electronics,34.19
391,Product_391,Toys,726.43
392,Product_392,Toys,270.76
393,Product_393,Home & Kitchen,2317.09
394,Product_394,Furniture,697.75
395,Product_395,Electronics,1483.44
396,Product_396,Furniture,3767.51
397,Product_397,Toys,934.17
398,Product_398,Office Supplies,2048.46
399,Product_399,Clothing,1239.36
400,Product_400,Sports,236.19
401,Product_401,Sports,2087.45
402,Product_402,Sports,1765.5
403,Product_403,Electronics,4661.58
404,Product_404,Furniture,2211.33
405,Product_405,Beauty,3812.05
406,Product_406,Office Supplies,1455.74
407,Product_407,Clothing,3133.59
408,Product_408,Clothing,3020.45
409,Product_409,Furniture,4213.96
410,Product_410,Toys,998.27
411,Product_411,Electronics,1710.71
412,Product_412,Electronics,4234.66
413,Product_413,Office Supplies,4551.65
414,Product_414,Sports,2966.22
415,Product_415,Office Supplies,3377.71
416,Product_416,Toys,2984.97
417,Product_417,Home & Kitchen,4495.45
418,Product_418,Home & Kitchen,1013.14
419,Product_419,Furniture,4621.38
420,Product_420,Electronics,1369.61
421,Product_421,Sports,4632.41
422,Product_422,Furniture,4170.97
423,Product_423,Furniture,1569.6
424,Product_424,Sports,75.53
425,Product_425,Beauty,1913.27
426,Product_426,Furniture,426.26
427,Product_427,Electronics,537.04
428,Product_428,Home & Kitchen,48.0
429,Product_429,Home & Kitchen,1773.47
430,Product_430,Clothing,951.17
431,Product_431,Beauty,3842.59
432,Product_432,Toys,1509.0
433,Product_433,Clothing,410.51
434,Product_434,Toys,640.06
435,Product_435,Toys,110.98
436,Product_436,Electronics,1276.36
437,Product_437,Clothing,1750.77
438,Product_438,Beauty,888.55
439,Product_439,Clothing,4492.08
440,Product_440,Toys,2639.84
441,Product_441,Toys,1165.91
442,Product_442,Furniture,3164.38
443,Product_443,Office Supplies,4356.13
444,Product_444,Clothing,4353.57
445,Product_445,Furniture,4175.26
446,Product_446,Office Supplies,314.15
447,Product_447,Toys,2062.34
448,Product_448,Beauty,627.89
449,Product_449,Electronics,3264.76
450,Product_450,Toys,1635.47
451,Product_451,Furniture,2705.11
452,Product_452,Clothing,1054.73
453,Product_453,Office Supplies,3321.13
454,Product_454,Electronics,1680.57
455,Product_455,Furniture,2135.46
456,Product_456,Toys,920.09
457,Product_457,Sports,2366.62
458,Product_458,Electronics,154.15
459,Product_459,Sports,1994.74
460,Product_460,Office Supplies,923.17
461,Product_461,Furniture,3316.32
462,Product_462,Toys,3801.9
463,Product_463,Office Supplies,1150.36
464,Product_464,Clothing,3416.28
465,Product_465,Clothing,475.62
466,Product_466,Electronics,181.58
467,Product_467,Sports,755.19
468,Product_468,Toys,753.82
469,Product_469,Beauty,1638.1
470,Product_470,Clothing,4504.56
471,Product_471,Clothing,4928.48
472,Product_472,Furniture,2373.75
473,Product_473,Sports,4563.7
474,Product_474,Clothing,2623.25
475,Product_475,Office Supplies,1387.65
476,Product_476,Office Supplies,1121.8
477,Product_477,Office Supplies,1086.74
478,Product_478,Beauty,4401.4
479,Product_479,Sports,4353.32
480,Product_480,Beauty,1563.88
481,Product_481,Electronics,2659.4
482,Product_482,Clothing,4822.74
483,Product_483,Beauty,4407.95
484,Product_484,Beauty,4795.37
485,Product_485,Home & Kitchen,3870.44
486,Product_486,Beauty,3800.64
487,Product_487,Electronics,1856.92
488,Product_488,Office Supplies,238.98
489,Product_489,Office Supplies,4868.97
490,Product_490,Sports,701.17
491,Product_491,Sports,1274.99
492,Product_492,Home & Kitchen,4720.69
493,Product_493,Beauty,3872.18
494,Product_494,Electronics,1115.72
495,Product_495,Furniture,3254.56
496,Product_496,Furniture,3191.37
497,Product_497,Sports,1370.96
498,Product_498,Office Supplies,4468.2
499,Product_499,Sports,4853.04
500,Product_500,Sports,3761.78
501,Product_501,Toys,2338.2
502,Product_502,Sports,1089.15
503,Product_503,Home & Kitchen,2367.92
504,Product_504,Beauty,2516.22
505,Product_505,Sports,3477.19
506,Product_506,Home & Kitchen,3895.8
507,Product_507,Beauty,966.94
508,Product_508,Office Supplies,595.58
509,Product_509,Office Supplies,1848.43
510,Product_510,Home & Kitchen,1938.58
511,Product_511,Home & Kitchen,4980.55
512,Product_512,Furniture,466.94
513,Product_513,Home & Kitchen,4909.24
514,Product_514,Furniture,3633.78
515,Product_515,Sports,1139.76
516,Product_516,Furniture,535.9
517,Product_517,Home & Kitchen,189.99
518,Product_518,Home & Kitchen,4220.05
519,Product_519,Electronics,4086.82
520,Product_520,Clothing,3507.66
521,Product_521,Toys,1357.07
522,Product_522,Office Supplies,2550.72
523,Product_523,Clothing,512.62
524,Product_524,Sports,3605.28
525,Product_525,Home & Kitchen,3468.41
526,Product_526,Office Supplies,1996.3
527,Product_527,Beauty,4160.38
528,Product_528,Beauty,4934.0
529,Product_529,Furniture,206.26
530,Product_530,Electronics,4831.15
531,Product_531,Toys,1635.32
532,Product_532,Electronics,4390.58
533,Product_533,Electronics,1656.08
534,Product_534,Beauty,87.69
535,Product_535,Toys,2031.42
536,Product_536,Beauty,3607.46
537,Product_537,Home & Kitchen,4755.16
538,Product_538,Sports,3298.08
539,Product_539,Electronics,3818.93
540,Product_540,Clothing,3390.95
541,Product_541,Furniture,2778.03
542,Product_542,Office Supplies,2485.99
543,Product_543,Home & Kitchen,2965.37
544,Product_544,Home & Kitchen,2272.76
545,Product_545,Sports,376.08
546,Product_546,Home & Kitchen,2030.15
547,Product_547,Clothing,4974.2
548,Product_548,Home & Kitchen,3626.56
549,Product_549,Toys,4939.79
550,Product_550,Clothing,1235.26
551,Product_551,Office Supplies,281.0
552,Product_552,Sports,3137.08
553,Product_553,Home & Kitchen,2084.22
554,Product_554,Home & Kitchen,901.63
555,Product_555,Office Supplies,1741.07
556,Product_556,Clothing,542.84
557,Product_557,Home & Kitchen,394.37
558,Product_558,Sports,1642.62
559,Product_559,Home & Kitchen,4296.6
560,Product_560,Electronics,538.45
561,Product_561,Home & Kitchen,3544.94
562,Product_562,Clothing,4306.36
563,Product_563,Home & Kitchen,2324.65
564,Product_564,Toys,4801.51
565,Product_565,Electronics,3594.58
566,Product_566,Home & Kitchen,3569.28
567,Product_567,Electronics,1765.54
568,Product_568,Beauty,4290.49
569,Product_569,Toys,26.65
570,Product_570,Toys,692.08
571,Product_571,Toys,329.08
572,Product_572,Sports,1188.44
573,Product_573,Beauty,2539.24
574,Product_574,Sports,671.58
575,Product_575,Electronics,1189.36
576,Product_576,Beauty,3671.77
577,Product_577,Beauty,4874.07
578,Product_578,Home & Kitchen,619.08
579,Product_579,Furniture,4527.08
580,Product_580,Beauty,1338.17
581,Product_581,Office Supplies,4954.71
582,Product_582,Home & Kitchen,3206.02
583,Product_583,Home & Kitchen,4535.05
584,Product_584,Clothing,4407.94
585,Product_585,Clothing,3438.46
586,Product_586,Furniture,3430.11
587,Product_587,Clothing,3134.12
588,Product_588,Electronics,3437.96
589,Product_589,Office Supplies,3252.28
590,Product_590,Sports,4829.92
591,Product_591,Furniture,801.53
592,Product_592,Clothing,4788.56
593,Product_593,Sports,2249.03
594,Product_594,Furniture,1333.27
595,Product_595,Office Supplies,1577.5
596,Product_596,Office Supplies,12.32
597,Product_597,Clothing,4720.2
598,Product_598,Toys,1918.46
599,Product_599,Clothing,2685.11
600,Product_600,Beauty,2243.03
601,Product_601,Office Supplies,2714.19
602,Product_602,Beauty,1720.66
603,Product_603,Office Supplies,487.86
604,Product_604,Electronics,272.09
605,Product_605,Office Supplies,367.29
606,Product_606,Home & Kitchen,1162.61
607,Product_607,Toys,4490.89
608,Product_608,Electronics,3443.96
609,Product_609,Clothing,4730.84
610,Product_610,Sports,4322.63
611,Product_611,Sports,3336.7
612,Product_612,Office Supplies,748.94
613,Product_613,Office Supplies,1303.22
614,Product_614,Beauty,214.9
615,Product_615,Furniture,142.78
616,Product_616,Toys,3459.01
617,Product_617,Toys,4022.74
618,Product_618,Furniture,510.65
619,Product_619,Sports,4079.99
620,Product_620,Beauty,4562.55
621,Product_621,Beauty,4526.87
622,Product_622,Electronics,2912.04
623,Product_623,Sports,2256.0
624,Product_624,Toys,1639.48
625,Product_625,Beauty,3448.96
626,Product_626,Toys,2857.06
627,Product_627,Toys,242.52
628,Product_628,Electronics,4119.83
629,Product_629,Toys,3648.17
630,Product_630,Clothing,3664.7
631,Product_631,Home & Kitchen,3408.58
632,Product_632,Toys,4740.31
633,Product_633,Beauty,3626.41
634,Product_634,Home & Kitchen,4346.35
635,Product_635,Sports,331.18
636,Product_636,Beauty,1443.27
637,Product_637,Beauty,4481.01
638,Product_638,Clothing,1743.91
639,Product_639,Office Supplies,4370.51
640,Product_640,Sports,3178.52
641,Product_641,Clothing,3914.28
642,Product_642,Office Supplies,518.27
643,Product_643,Toys,1719.14
644,Product_644,Clothing,2890.1
645,Product_645,Home & Kitchen,1250.87
646,Product_646,Electronics,1704.91
647,Product_647,Home & Kitchen,29.01
648,Product_648,Beauty,697.26
649,Product_649,Office Supplies,4886.93
650,Product_650,Home & Kitchen,4956.86
651,Product_651,Office Supplies,18.23
652,Product_652,Office Supplies,4791.81
653,Product_653,Clothing,4786.24
654,Product_654,Electronics,412.34
655,Product_655,Furniture,1228.02
656,Product_656,Office Supplies,3345.36
657,Product_657,Furniture,455.69
658,Product_658,Toys,494.85
659,Product_659,Office Supplies,1164.25
660,Product_660,Clothing,4191.37
661,Product_661,Toys,4136.79
662,Product_662,Office Supplies,4229.42
663,Product_663,Electronics,4273.79
664,Product_664,Furniture,2788.04
665,Product_665,Sports,4283.84
666,Product_666,Home & Kitchen,1369.75
667,Product_667,Electronics,2589.72
668,Product_668,Office Supplies,362.09
669,Product_669,Office Supplies,892.75
670,Product_670,Toys,4831.77
671,Product_671,Electronics,520.84
672,Product_672,Clothing,771.98
673,Product_673,Sports,1168.9
674,Product_674,Furniture,1482.43
675,Product_675,Toys,682.13
676,Product_676,Electronics,3258.78
677,Product_677,Sports,3613.21
678,Product_678,Office Supplies,4185.85
679,Product_679,Office Supplies,263.22
680,Product_680,Electronics,3469.33
681,Product_681,Furniture,3601.55
682,Product_682,Electronics,2944.4
683,Product_683,Office Supplies,2653.15
684,Product_684,Home & Kitchen,2235.53
685,Product_685,Clothing,2620.68
686,Product_686,Electronics,2880.0
687,Product_687,Office Supplies,2418.76
688,Product_688,Clothing,2903.99
689,Product_689,Clothing,2404.24
690,Product_690,Toys,3469.71
691,Product_691,Clothing,1111.82
692,Product_692,Toys,2517.87
693,Product_693,Office Supplies,51.21
694,Product_694,Toys,534.27
695,Product_695,Sports,2523.9
696,Product_696,Toys,2708.78
697,Product_697,Clothing,895.72
698,Product_698,Toys,2584.51
699,Product_699,Furniture,257.37
700,Product_700,Sports,659.97
701,Product_701,Home & Kitchen,559.62
702,Product_702,Toys,3228.51
703,Product_703,Clothing,1493.87
704,Product_704,Toys,870.14
705,Product_705,Home & Kitchen,3687.06
706,Product_706,Furniture,3860.52
707,Product_707,Toys,4249.79
708,Product_708,Furniture,4612.84
709,Product_709,Beauty,565.13
710,Product_710,Office Supplies,3912.43
711,Product_711,Beauty,1597.13
712,Product_712,Beauty,165.89
713,Product_713,Clothing,897.6
714,Product_714,Office Supplies,2876.38
715,Product_715,Sports,516.07
716,Product_716,Furniture,406.69
717,Product_717,Beauty,3836.23
718,Product_718,Home & Kitchen,2226.87
719,Product_719,Electronics,3826.59
720,Product_720,Clothing,3564.45
721,Product_721,Home & Kitchen,3258.76
722,Product_722,Toys,2519.8
723,Product_723,Sports,2165.92
724,Product_724,Electronics,497.74
725,Product_725,Office Supplies,4135.35
726,Product_726,Toys,3900.61
727,Product_727,Toys,4808.73
728,Product_728,Home & Kitchen,2682.49
729,Product_729,Home & Kitchen,124.9
730,Product_730,Office Supplies,3186.3
731,Product_731,Furniture,3686.28
732,Product_732,Furniture,2757.01
733,Product_733,Office Supplies,3985.3
734,Product_734,Toys,2547.97
735,Product_735,Beauty,2007.08
736,Product_736,Furniture,99.74
737,Product_737,Clothing,1491.34
738,Product_738,Office Supplies,341.55
739,Product_739,Office Supplies,503.16
740,Product_740,Electronics,1547.24
741,Product_741,Toys,3100.48
742,Product_742,Electronics,1192.8
743,Product_743,Furniture,1458.89
744,Product_744,Office Supplies,3315.81
745,Product_745,Furniture,3159.03
746,Product_746,Clothing,261.2
747,Product_747,Sports,1406.47
748,Product_748,Sports,343.12
749,Product_749,Toys,3291.1
750,Product_750,Beauty,4117.5
751,Product_751,Beauty,2921.16
752,Product_752,Electronics,3022.27
753,Product_753,Toys,151.68
754,Product_754,Sports,686.66
755,Product_755,Home & Kitchen,2337.88
756,Product_756,Furniture,3803.79
757,Product_757,Beauty,4322.18
758,Product_758,Office Supplies,908.17
759,Product_759,Clothing,1938.06
760,Product_760,Furniture,1085.42
761,Product_761,Clothing,1063.15
762,Product_762,Furniture,363.63
763,Product_763,Clothing,3352.27
764,Product_764,Clothing,4024.66
765,Product_765,Clothing,1747.82
766,Product_766,Beauty,3184.56
767,Product_767,Furniture,4806.55
768,Product_768,Electronics,2251.57
769,Product_769,Home & Kitchen,3667.21
770,Product_770,Toys,4365.18
771,Product_771,Office Supplies,3290.58
772,Product_772,Home & Kitchen,3720.72
773,Product_773,Beauty,4074.97
774,Product_774,Beauty,425.42
775,Product_775,Home & Kitchen,4665.54
776,Product_776,Office Supplies,762.06
777,Product_777,Toys,2097.61
778,Product_778,Toys,2118.65
779,Product_779,Office Supplies,2298.32
780,Product_780,Electronics,4246.34
781,Product_781,Toys,4666.08
782,Product_782,Furniture,1898.68
783,Product_783,Toys,4342.39
784,Product_784,Home & Kitchen,90.51
785,Product_785,Sports,2892.14
786,Product_786,Home & Kitchen,4672.14
787,Product_787,Furniture,920.67
788,Product_788,Clothing,1948.34
789,Product_789,Toys,365.29
790,Product_790,Clothing,788.02
791,Product_791,Office Supplies,1184.46
792,Product_792,Toys,75.22
793,Product_793,Beauty,750.96
794,Product_794,Beauty,4605.5
795,Product_795,Home & Kitchen,2069.75
796,Product_796,Toys,3828.09
797,Product_797,Sports,2766.48
798,Product_798,Electronics,559.5
799,Product_799,Furniture,98.57
800,Product_800,Beauty,188.28
801,Product_801,Toys,4780.33
802,Product_802,Toys,2670.18
803,Product_803,Furniture,2857.43
804,Product_804,Clothing,1241.62
805,Product_805,Toys,2419.73
